"gene_id","gene_name","unadj_log2FC","unadj_padj","adj_log2FC","adj_padj","unadj_sig","adj_sig"
"ENSG00000278709.2","NKILA",-0.257417418909677,0.128182415265592,-0.304729304709723,0.156780582070423,FALSE,FALSE
"ENSG00000278716.1","AC133540.1",1.05025027356753,0.000157737833385931,1.68823468005723,1.70718813371892e-06,TRUE,TRUE
"ENSG00000278727.1","AC000403.1",-0.686823753297875,2.25915723860371e-09,-0.705484784730001,3.53178642127425e-07,FALSE,FALSE
"ENSG00000278730.1","AC005332.6",-0.495439116028215,1.13603585952081e-07,-0.438788037217215,0.000149234827567281,FALSE,FALSE
"ENSG00000278733.1","AC022079.2",-0.112605831055764,0.519088866654023,-0.129044610561394,0.567839968710687,FALSE,FALSE
"ENSG00000278737.1","AC013553.4",-0.166322994703324,0.509477265545469,-0.135987690357441,0.692313813313437,FALSE,FALSE
"ENSG00000278740.1","AC005332.7",-0.817541436394438,9.45029785500931e-07,-0.645644182614052,0.00196685429444274,FALSE,FALSE
"ENSG00000278743.1","AC087239.1",0.0460380154845038,0.832697628533998,0.0358937855800171,0.90359009858595,FALSE,FALSE
"ENSG00000278763.1","FAM27B",-0.363382701182682,0.173871448341493,-0.1517431652941,0.670133874491722,FALSE,FALSE
"ENSG00000278765.1","AC004477.2",-0.0273049748338567,0.82299062870272,-0.0445024048570275,0.767276572280378,FALSE,FALSE
"ENSG00000278768.2","BACE1-AS",0.0897719951318087,0.366347612112977,0.0437754948525577,0.754549601522871,FALSE,FALSE
"ENSG00000278771.1","RN7SL3",-0.00395014915125991,0.987395419973767,-0.157286259386848,NA,FALSE,FALSE
"ENSG00000278783.1","MIR6071",0.0961787223251892,0.792391597727452,-0.295119490381781,0.481389087402946,FALSE,FALSE
"ENSG00000278784.1","AL136295.7",0.106215721246248,0.334226879920775,0.118848268551943,0.401226843466594,FALSE,FALSE
"ENSG00000278811.4","LINC00624",0.0973598173798347,0.652844025688487,0.0726435869702487,0.808535804507201,FALSE,FALSE
"ENSG00000278816.1","AL121890.5",0.0676586788924409,0.771248348657132,0.0397833114611639,0.903217926293813,FALSE,FALSE
"ENSG00000278828.1","H3C10",0.533362875074309,0.00689375529749382,0.634542950852584,0.011717136350347,FALSE,FALSE
"ENSG00000278831.1","AL513190.1",0.162497018216428,0.353298720380648,0.0876869617234401,0.714156195813859,FALSE,FALSE
"ENSG00000278834.1","AC073508.3",0.246414519996221,0.0361111498299207,0.242776298280257,0.11254768306322,FALSE,FALSE
"ENSG00000278840.1","AC009878.1",1.01235972070121,0.00217825190382149,0.843881642109528,0.0491487252672491,TRUE,FALSE
"ENSG00000278842.1","AC008147.4",0.209629249140539,0.30997086836467,0.346671765262971,0.157253296360609,FALSE,FALSE
"ENSG00000278845.5","MRPL45",0.256366180917087,0.000434908513830235,0.272164867017176,0.00328178534228857,FALSE,FALSE
"ENSG00000278847.1","AC006157.1",0.247303022388192,0.620731229272121,-0.0826052393039651,0.822810280574473,FALSE,FALSE
"ENSG00000278857.1","IGKV1D-12",-0.677877278999559,0.0111525275721074,-0.715320370148918,0.035302829255585,FALSE,FALSE
"ENSG00000278861.1","AC117503.2",-0.216453473721905,0.175978953179292,-0.286704368057342,0.150344361961069,FALSE,FALSE
"ENSG00000278864.1","AC055811.4",-0.471457035443036,0.00169409066821123,-0.490024375011454,0.00596518890921892,FALSE,FALSE
"ENSG00000278867.1","AC090616.6",-0.263564604002524,0.0267830664806407,-0.359023652611386,0.0124897598825635,FALSE,FALSE
"ENSG00000278869.1","BX539320.1",0.522805736864331,0.00162855207435359,0.588011510792427,0.00328691728717862,FALSE,FALSE
"ENSG00000278875.1","AC025809.2",-1.03063228533989,4.02478515745018e-06,-0.967123257352647,0.000472907120978188,TRUE,FALSE
"ENSG00000278876.1","AC145207.9",0.256877572342082,0.111824376398538,0.2726244188234,0.183383920824517,FALSE,FALSE
"ENSG00000278879.1","AP000560.1",0.103762229787833,0.562254123065697,0.104394210293285,0.656430179902874,FALSE,FALSE
"ENSG00000278881.2","FP325331.1",0.10399731645393,0.659411155025972,0.216982420157094,0.436855329023312,FALSE,FALSE
"ENSG00000278886.1","AC087821.1",-0.230417203400364,0.6117333574339,-0.425100443017251,0.421650105105311,FALSE,FALSE
"ENSG00000278893.1","AC010533.1",-0.784923047935827,0.000382413590353934,-0.665557846241604,0.015147343889575,FALSE,FALSE
"ENSG00000278896.1","AC025031.5",0.618050051545586,0.00200084371255666,0.690291679815865,0.00710000411676345,FALSE,FALSE
"ENSG00000278897.1","AC020951.1",-0.756445260212744,6.63852151851087e-05,-0.746250950280034,0.00124926824837607,FALSE,FALSE
"ENSG00000278899.1","AL358852.1",0.178856317482239,0.183213970040938,0.233934015707929,0.168364258176997,FALSE,FALSE
"ENSG00000278902.1","AC010947.1",-1.19389153341769,0.00408470571607235,-1.07139078727988,0.0465117531319055,TRUE,TRUE
"ENSG00000278908.1","AC132154.1",-0.763816829570891,0.00380373701236723,-0.795898314152155,0.0156484814031534,FALSE,FALSE
"ENSG00000278909.1","AC007608.4",0.764671875701954,0.00587622062372455,1.25862540622507,0.000285667211468429,FALSE,TRUE
"ENSG00000278910.4","BANCR",-1.78011917369653,1.95085950514863e-10,-1.43351712553093,0.00011282570549262,TRUE,TRUE
"ENSG00000278912.1","AC008870.5",-0.290974471682852,0.493870766594755,-0.319338519250913,0.54552207985525,FALSE,FALSE
"ENSG00000278916.1","CEP83-DT",-0.179577088922586,0.204216921795125,-0.132130759161529,0.470894360174598,FALSE,FALSE
"ENSG00000278917.1","AC006213.6",-0.279629637446075,0.0600484130914379,-0.344432576701613,0.0658860510333392,FALSE,FALSE
"ENSG00000278918.1","AC080112.3",-0.598619089553968,1.69202042301362e-06,-0.614194012148261,2.2750091986307e-05,FALSE,FALSE
"ENSG00000278920.1","AC005005.4",0.120268120235981,0.472401104453371,0.169612906155001,0.40279222113048,FALSE,FALSE
"ENSG00000278921.2","EPB41L4A-DT",-0.412076142061547,0.000307095040814742,-0.343600336438818,0.0155914339147755,FALSE,FALSE
"ENSG00000278922.1","AC002310.5",0.079962934637671,0.591398455511493,0.0372243783896667,0.853532444827045,FALSE,FALSE
"ENSG00000278924.1","AC078883.3",1.00013490740286,0.009058090528909,0.861930800152655,0.0966236533112542,TRUE,FALSE
"ENSG00000278925.1","AC005753.1",-0.151016269903697,0.511417258556656,-0.321164866642458,0.231810281268856,FALSE,FALSE
"ENSG00000278928.1","AC136621.1",-1.02255833998466,0.109553435205459,-0.607302949623933,NA,FALSE,FALSE
"ENSG00000278931.1","CR381670.1",-0.164364314279696,0.578365605793445,-0.291522718908294,0.407382602328514,FALSE,FALSE
"ENSG00000278932.4","CR381653.1",0.436185994040795,0.0039140471031237,0.405659931060484,0.0340116341915331,FALSE,FALSE
"ENSG00000278934.1","AC117489.1",-0.309222591716308,0.119445696935314,-0.560450807148255,0.0232252346138076,FALSE,FALSE
"ENSG00000278943.1","AC079228.1",0.160345454626452,0.438307038197878,0.240177169728542,0.363924267772544,FALSE,FALSE
"ENSG00000278948.1","AL031587.5",-0.0495231607582754,0.714201961047402,0.00591842446693489,0.975509937381369,FALSE,FALSE
"ENSG00000278949.1","AC127070.4",0.0434329524731771,0.790125314679781,0.0283323285691694,0.899673302620601,FALSE,FALSE
"ENSG00000278952.1","AP003068.4",0.452623633607518,0.0322249123218995,0.390389986432618,0.164851419397555,FALSE,FALSE
"ENSG00000278954.1","AC130686.1",-0.107801346880549,0.646439167275552,-0.121597577412987,0.692267912385288,FALSE,FALSE
"ENSG00000278958.1","AC091931.1",-0.0387895489348658,0.955728547989435,-0.729873305515756,0.396441264772453,FALSE,FALSE
"ENSG00000278959.1","AC006378.1",-0.237227963584849,0.208322889167335,-0.0472312753378468,0.869753675212668,FALSE,FALSE
"ENSG00000278962.1","AC092645.1",-0.064445369830247,0.763722545491049,-0.501050597004176,0.0260398261148892,FALSE,FALSE
"ENSG00000278963.1","AC005921.3",0.0484736258486691,0.837785396023485,-0.078646282209451,0.795735373842711,FALSE,FALSE
"ENSG00000278965.1","AC122713.2",-0.359672980680622,0.100624717852505,-0.498399399171954,0.0819745158837149,FALSE,FALSE
"ENSG00000278966.2","AL031602.1",-0.0501848714037507,0.859184840857245,-0.100276860242125,0.780176857947927,FALSE,FALSE
"ENSG00000278967.1","AL138847.2",0.394745697902452,0.183189992517404,0.403345804017034,0.299061101189106,FALSE,FALSE
"ENSG00000278969.1","AC026310.2",-0.682235873896614,0.0026086495771987,-0.554075622324992,0.0583597880353166,FALSE,FALSE
"ENSG00000278970.2","HEIH",0.163223568294718,0.0820821652226219,0.234363068033109,0.0371303778662534,FALSE,FALSE
"ENSG00000278971.1","AC091305.1",-0.886188951628794,0.00691604623813846,-0.814354100872003,0.0507859482083907,FALSE,FALSE
"ENSG00000278973.1","AC073592.2",-0.236806903231601,0.383625364905587,-0.472291852172022,0.135704184303926,FALSE,FALSE
